"LAT","LON","DISTRICT","STATION","YEAR","January","February","March","April","May","June","July","August","September","October","November","December"
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1917,0,61.0035714285714,NA,42.2,104.6,427,267.6,288.3,362.5,271.6,0,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1918,0,0,87.7,304.5,201.6,437,237,269.6,139.6,2.8,0,4.1
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1919,13.6,38.1142857142857,26.4,163.7,71.3,305.2,551.2,310.2,203.2,55.4,41.9,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1920,0,38.1,217.4,12,73.7,124.4,368.4,239.2,106.3,207.5,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1921,29.4,0.828571428571428,28.6,42.1,50.4,454.1,285.9,451.1,235.6,15,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1922,1.3,0,5.1,24.4,102.4,579.2,268.5,554.5,539.3,108,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1923,0,48.1607142857143,33,13.7,138.2,244.6,285.7,387.8,115.9,60.7,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1924,0,3.8,0,98,141.2,101.6,356.1,189.3,377.3,137.7,24.9,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1925,21.8,6.11071428571428,78.2,45.5,130.2,286,189.7,173.6,239.3,187.2,0.3,0.3
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1926,36.9,6.83571428571428,148.5,55.6,199.9,82.5,466.4,484.4,303.4,151.1,2.5,12.7
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1927,40.1,49.1964285714286,0,30.7,120.7,242.8,197.9,112.2,249,33.5,1.3,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1928,0,0,0,47.6,135.4,423.9,320.6,288.4,127.1,90.2,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1929,91.2,14.7071428571429,57.7,79.5,72.7,269.3,434.5,187.5,254.8,158.3,0,26.7
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1930,0,10.5642857142857,40.1,11.9,166.5,285.6,433.6,551.6,180,62.5,96.8,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1931,0,66.7,36.2,51.1,213.8,190.4,577.2,243.3,202.4,179.8,28.8,0.3
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1932,0,8.6,50.2,96,237.6,217.4,165.2,296.7,234.7,58.4,164,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1933,7.4,75.2964285714286,0,145.6,225.3,564.3,272.8,437.3,326.3,91.1,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1934,0,29.2071428571429,0,85.8,126,260.1,223.1,107.1,107.8,174,39.1,4.4
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1935,0,18.125,57.7,98.3,10.9,53.1,311.1,393.6,74.6,0,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1936,11.4,9.3,108.7,14.2,280.5,143.6,355.8,170.4,229.4,55,2.8,30.7
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1937,0,102.95,0,47.9,96.5,221.1,NA,388,212.9,85.6,0,3
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1938,2.8,54.9964285714286,2,0,441.8,279.8,246.4,215.9,163.1,36.1,14.7,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1939,0,17.6071428571429,14.2,21.8,144.8,206.9,490.5,600.6,248.6,324.1,6.9,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1940,0,38.1,165.8,NA,273.6,183,183.1,332.1,241.3,114.5,NA,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1941,11.4,0,0,57.5,196.8,304.9,387.8,404.6,293.6,NA,NA,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1942,0,0,1.8,90.2,114.9,86.1,251.7,414.6,397.2,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1943,8,NA,NA,NA,NA,NA,367.1,420.1,145.4,93.9,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1944,130.5,NA,96.5,45.3,NA,188.7,303,739.8,195.4,52.3,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1945,18.3,27.9642857142857,7.85333333333333,93.3,202.4,245.1,NA,379.2,NA,196.5,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1946,0,NA,NA,NA,NA,257.9,NA,NA,NA,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1947,NA,6.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1948,0,180.3,109.8,183.2,233.7,249.6,416.1,405.1,148.1,45.1,106.3,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1949,13.7,2.07142857142857,51.8,219.6,208.5,448.3,455.2,302.5,304.1,NA,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1950,0,NA,NA,0,130.4,307.1,198.3,373,169.3,129.3,154.2,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1951,0,0,76,57.2,72.6,175,NA,NA,NA,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1952,0,0,80.2,228.9,163.1,202.8,437.5,128.3,155.3,183.7,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1953,2.8,9.73571428571429,49.6,5.3,107.1,203.2,414.3,440.82,401.6,70.6,7.1,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1954,24.4,18.4357142857143,0,36.9,70.5,402.5,267.3,256.9,215.2,139.7,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1955,0,0,0,60.9,43.2,216.1,191.6,261.6,146,80.1,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1956,0,26.4,39.4,99,91.7,495.6,315.4,292.9,219.6,144.8,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1957,NA,NA,0,5.9,135.9,263.4,380.8,257,87.9,28.2,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1958,3.43214285714286,7.308,6.975,168,64.5464285714286,172,348.75,308.117857142857,225.111111111111,88.5714285714286,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1959,3.8,18.4357142857143,48.3,NA,206.3,186.7,344.6,384.8,615.5,419.6,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1960,0,10,9,0,155,205,491,213,266,0,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1961,21,42.4642857142857,81,27,105,341,122,NA,NA,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1966,NA,20.7142857142857,27,37,118,282,119,200,NA,NA,0,12
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1967,71,0,9,99,77,NA,NA,NA,NA,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1990,NA,NA,NA,NA,NA,208.777777777778,425.0875,211.081818181818,79.125,174.408695652174,90,8.81052631578948
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1991,19.3,27.9642857142857,34.2291666666667,22.4,25.9272727272727,384.964285714286,343.686666666667,226.1,239.1,140.6,0.2,63.4
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1992,17,85,0,4.55172413793103,170,195,277,158.8,281.793103448276,27.125,10.421052631579,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1993,NA,NA,NA,NA,NA,282,280.7,227.54,285.4,74.5033333333333,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1994,NA,NA,NA,NA,NA,332.4,235.083333333333,299.46,109.655172413793,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1995,NA,NA,NA,NA,NA,168.72,397.833333333333,314.34,NA,401.027272727273,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1996,NA,NA,NA,NA,NA,NA,164.521428571429,314.810344827586,335.16,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1997,NA,NA,NA,NA,NA,NA,212.93125,324.6,349.68,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1998,NA,NA,NA,NA,NA,120.315789473684,302.895833333333,277.330769230769,246.705882352941,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",1999,NA,NA,NA,NA,NA,233.52,277.652173913043,275.678571428571,243.428571428571,254.469565217391,0,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2000,NA,NA,NA,NA,NA,130.714285714286,203.911111111111,48.608,422.5,142.172413793103,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2001,NA,NA,NA,NA,NA,525.631578947368,247.144827586207,179.025,370.285714285714,345.133333333333,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2002,NA,NA,NA,NA,NA,291.724137931034,247.5,139.1,182.48275862069,64.7555555555556,105,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2003,NA,NA,NA,NA,NA,264,183,NA,190.588235294118,495.69,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2004,NA,NA,NA,NA,NA,NA,219.976,224.505263157895,457.894736842105,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2005,NA,NA,NA,NA,NA,156.75,322.62962962963,122.884,33.3333333333333,302.028571428571,0,0
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2006,NA,NA,NA,NA,NA,NA,212.105263157895,222.470588235294,432,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2007,NA,NA,NA,NA,NA,154.153846153846,359.5,124.110714285714,264.176470588235,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2008,NA,NA,NA,NA,NA,107.1,331,NA,NA,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2009,NA,NA,NA,NA,NA,99.2068965517242,203.1,377.5,NA,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2010,NA,NA,NA,NA,NA,94.5555555555556,111.6,68.5,266.2,331,4,25
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2011,0,0,NA,71.2,105.130434782609,344,266.493103448276,290.883333333333,264.931034482759,4.89473684210526,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2012,30.1,6,0,53.5,NA,51.1,160.9,133.9,149.1,121,51.2,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2013,NA,NA,NA,NA,NA,248.068965517241,149.2,NA,185,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2014,NA,NA,NA,NA,NA,149.076923076923,264.326666666667,290.251851851852,186,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2015,NA,NA,NA,NA,NA,219.6,704.448275862069,213.096296296296,142.6,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2016,NA,NA,NA,NA,NA,221.142857142857,457.192592592593,554.793103448276,91.4,132.955555555556,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2017,0,0,8.6,28.2,126.8,237.2,485.6,162.4,219.8,308.6,36.4,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2018,0,NA,NA,NA,103.075,247.034482758621,336.04,234.98,124.4,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2019,NA,NA,NA,NA,NA,41.4782608695652,NA,NA,NA,NA,NA,NA
"23.07","88.82","24 PARGANAS N   ","BONGAON         ",2020,NA,NA,NA,NA,NA,324.954545454545,NA,NA,NA,NA,NA,NA
"23.08","86.85","BANKURA         ","KADAMDEULI      ",2013,NA,NA,NA,NA,NA,NA,NA,162.153846153846,153,420.103448275862,0,0
"23.08","86.85","BANKURA         ","KADAMDEULI      ",2014,1,27.9642857142857,4.13333333333333,0,18.6,0,NA,NA,0,0,0,0
"23.08","86.85","BANKURA         ","KADAMDEULI      ",2015,0,0,0,0,0,0,1.03333333333333,4.04347826086957,2,NA,0,0
"23.08","86.85","BANKURA         ","KADAMDEULI      ",2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1901,47,88.7607142857143,0.5,39.3,60,166.7,261.5,169.8,306.8,39.9,104.7,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1902,0,1.86428571428571,46,100.8,122,98.6,320.2,253.2,88.1,16.5,0.3,3.1
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1903,2.9,32.4178571428571,27.6,32.5,52.7,122,213.2,191.6,260.7,156.1,5.6,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1904,0,37.9,31.5,18.3,93.3,291.8,376,349.3,94.3,35.9,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1905,23.8,78.4035714285714,46.5,52.3,94.1,71.7,499.1,365.6,232,62.3,0,2.8
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1906,39.6,153.285714285714,47.6,0,72.8,135.9,398.8,279.8,217,110.8,0.800000000000001,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1907,0,25.7892857142857,60,11,124.4,331,153.6,182.8,232.5,0,0,39.4
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1908,23.2,5.3,0,0,119.8,445.5,389.3,285.7,232.9,25.1,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1909,14,18.9535714285714,2.5,116.6,138.5,210.6,286.6,813.4,188.1,40.8,0,15.8
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1910,10.9,0,6.1,37.3,79.3,126.2,226.4,204.4,233.9,77.5,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1911,0,0,38.8,32.1,106.6,247.4,115.8,298.4,231.3,63.7,18.3,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1912,5.8,14,54.3,57.3,50.6,196.2,409.8,262.9,96,34.2,95.6,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1913,0.3,137.439285714286,53.3,2,139.6,370.4,343.1,281.2,318,55.9,8.9,4.1
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1914,0,30.9678571428571,43.1,38.1,263.5,109.2,387.7,215.8,149.1,41.4,0,4.1
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1915,0.5,14.7071428571429,73.9,24.5,64.4,117.1,124,161.1,322.4,45.9,25.2,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1916,0,0,0,54.8,88.1,324.5,186.4,248.5,247.4,217.7,NA,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1917,0,34.5928571428571,13.3,57.4,256.1,499.3,292.5,288.4,183.1,330,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1918,0,0,13.3,29.7,168.8,269.7,223.8,382.9,162,0,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1919,72.2,5.48928571428572,14,31.7,136,NA,211.3,351,210.1,82.1,21.6,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1920,0,42.6,208.4,17,36.3,117.1,415.7,464.5,139,44.7,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1921,21.8,30.45,1.6,80,42,242.3,281.7,391.5,228.8,49.4,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1922,5.3,13.6714285714286,0,10.7,78.6,703.7,221.6,536.6,244.2,146.6,5.4,14.7
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1923,0,131.95,0.5,8.8,82,273,377.7,428.8,75.8,26.7,11.4,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1924,2.6,5.3,0,12.7,36.3,349.9,319.9,217.8,125.2,107.3,86.9,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1925,2.8,2.38214285714286,68.9,58.2,121.9,101.5,323.9,371.2,97.1,155,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1926,46.4,8.18214285714286,82.5,10.6,48.8,138.5,723.9,385.7,204.9,105.7,0,3.6
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1927,52.6,44.225,6,13.2,76.2,288.7,283.5,207.3,130,182.1,6.9,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1928,11.4,1.3,0.8,71.2,162.9,519.9,243.9,290.6,52.9,192.4,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1929,62.4,20.6107142857143,21.1,33,110.3,146.4,452.5,372.6,127.7,228.6,0,65.9
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1930,0,3.625,22.9,32.3,112.2,108.4,402.2,227.3,130.8,15,107.2,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1931,5.1,90.0035714285714,46.2,21.9,55.2,156.3,420.9,301.5,241.5,95.3,23,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1932,0,16.3,0.3,38.9,279.3,171.2,287.1,271.5,215.3,43.7,57,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1933,36.4,35.1107142857143,8.4,78.1,201.4,430.4,410.9,424,192.6,152.5,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1934,3.6,12.7392857142857,0,35.2,15.9,416.1,190.1,223.3,178.6,82.4,32.1,12.7
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1935,11,29.5178571428571,24.5,28,18.8,178.6,178.5,262.8,132.3,0,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1936,4.8,4,3.6,30.5,145.4,318.1,344.6,353.3,230.5,147.3,16.5,12.7
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1937,0,76.5392857142857,0.8,41,71.9,291.5,380.9,208.3,282.3,125,1.8,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1938,15.2,36.0428571428571,0,42.7,116.6,143.1,299.5,214.3,152.4,139.2,8.6,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1939,0.5,32.625,6.1,13,101.2,251.2,367.2,550.5,292.6,323.2,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1940,0,10.2,104.2,22.8,36.3,235.6,271.9,502.8,232.5,13,0,2.3
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1941,NA,0,0,27,86.9,243.6,397.4,235.5,248.9,217.2,100.5,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1942,0,19.4714285714286,13.5,84.7,50.8,88.4,379.4,342.3,309.3,151.4,33.7,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1943,41.6,20.5071428571429,10.7,30.3,18,229.9,480.1,308.7,183.3,77.2,0,NA
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1944,72,38.3,NA,44.5,7.6,119.6,246.8,576.2,145.4,29.9,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1945,23.1,6.31785714285714,14.7,67.4,82.7,240.2,114.6,387.3,113.9,139.4,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1946,0,0,0,202.5,NA,128.4,352.1,315.1,NA,156.8,12,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1947,0,24.4428571428571,94.7,49.8,NA,NA,NA,329.9,NA,NA,NA,NA
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1948,4.3,26.6,84.3,51.5,155.3,261,267,435.8,232.1,74,NA,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1949,0.8,0.828571428571428,24.6,116.5,204.7,NA,366.3,696.5,393.7,105.6,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1950,0,3.72857142857143,1.8,24.6,137.7,NA,NA,402.1,161.3,NA,NA,NA
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1951,0,0,63.9,NA,90.6,110.4,596.1,503.6,NA,NA,NA,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1952,4.6,3.6,47.7,153.7,132.4,139.4,308.6,243.9,152.5,102.6,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1953,84.3,30.2428571428571,0,10.2,35.1,204.1,229.5,266.2,302.4,15.5,66.1,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1954,15.7,8.18214285714286,0.5,0,86.6,199.3,281.5,240.8,227.4,91.4,0,16.8
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1955,0,3.10714285714286,35.2,19.448275862069,NA,NA,NA,NA,99.4,89,45,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1956,NA,NA,NA,32.8,NA,NA,NA,NA,471.1,68.3,0,3.3
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1957,33,17.8142857142857,0,1.5,0,172.5,184.6,233,181.5,51.5,NA,NA
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1958,25.4,30.1392857142857,12.9,5.6,58.7,128.5,208,166.9,NA,58.9,NA,NA
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1959,44.7,20.3,28.4,29.7,64.8,91.2,194.6,NA,NA,NA,NA,NA
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1960,0,21.8,69.7,0.5,81.6,176.5,335.1,301.5,280.1,78.5,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1961,2.8,109.785714285714,0,20.8,44.8,313.5,60.8,227.2,123,NA,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1962,0,23.7178571428571,2.5,66.1,45,95,258.3,129.2,190.6,63.5,0,0
"23.08","87.32","BANKURA         ","VISHNUPUR       ",1967,38.4,0,10.5,25.6,39.5,131,NA,NA,NA,NA,NA,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1932,NA,NA,NA,NA,180.7,298,215.5,NA,NA,45.7,NA,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1933,NA,NA,NA,71.7931034482759,NA,336.9,NA,NA,NA,NA,NA,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1934,NA,NA,NA,75.5172413793103,48.3,250.7,212.6,230.7,191.6,71,NA,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1935,4.3,22.1642857142857,75.4,23.6,30.5,157.9,191.7,359.8,NA,NA,0,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1936,0,3,70.1,32.3,189.7,269.8,325.6,194.5,286.9,54.5,3.8,1.3
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1937,NA,124.492857142857,NA,NA,33.3,281.9,292,607.4,277.2,NA,2.8,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1938,9.1,84.1,NA,2.8,355.5,187,144.9,374.6,NA,NA,NA,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1939,0.5,17.2964285714286,3.1,42.4,117.4,176.3,498,672.8,226.1,302.7,NA,0.8
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1940,0,14,73.1,24.3,90.7,154.9,219,271.9,NA,22.9,9.7,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1941,7.1,0,0,75.2,95.9,364.1,447.9,563.2,183.4,160.6,100.8,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1942,0,8.7,12.4,12.9,124.2,99.7,187.3,333.6,504.2,100.6,NA,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1943,25.6,26.1,4.3,125.4,44.6,240.2,366.6,267.4,NA,NA,NA,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1944,136.1,14.5,60.7,43.7,62.5,158.3,274.9,606.9,190.5,63.3,0,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1945,19.8,19.1607142857143,17.8,85.4,62.2,174,171.6,127.7,202.1,142.6,0,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1946,0,NA,7.1,167.6,106.3,135.2,221,180.6,219.3,87.1,23.4,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1947,0.8,5.48928571428572,21.7,35.1,158.5,153.7,NA,183.8,218.1,76.3,0,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1948,8.9,14.2,NA,68.4,120.4,NA,257,289.2,209.5,90.7,NA,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1949,0,0,85.3,172.1,411.9,351.4,385.7,NA,NA,NA,NA,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1950,NA,NA,NA,NA,NA,NA,NA,NA,155.172413793103,127.6,177.9,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1951,0,0,38.1,0,36.9,246.5,158.7,368.4,NA,NA,NA,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1952,0,0,78.8,212.3,158.1,133.4,184.2,260.4,308.7,119.4,95.3,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1953,0,0,0,19.1,213.4,164,355.6,0,467.4,0,0,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1954,0,0,0,0,170.1,278.4,269,78.8,340.3,80,0,15.2
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1955,0,0,5.1,26.7,57.3,263.4,256,278.5,89.1,192.9,NA,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1956,13.5,77.8,23.7,58.2,161.4,420.1,177,302.8,485.3,93,0,2.5
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1957,32.2,73.4321428571428,1.3,4.8,5.3,269.5,327.4,376.7,31.7,NA,NA,NA
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1959,45,23.925,29.5,0,142.2,NA,263.5,524.7,597.2,292.8,0,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1960,0,8.9,28.7,0,142.4,155.5,530.7,342.7,328.8,43.7,0,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1961,21.3,30.5535714285714,0,30,170.5,198.7,234.9,391.1,186.7,NA,0,0
"23.12","88.22","HOOGLY          ","BOINCHEE        ",1962,0,0,0,147.3,25.2,245.4,311.5,NA,NA,NA,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2002,NA,NA,NA,NA,NA,309.827586206897,139.721428571429,298.403703703704,147.6,NA,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2003,NA,NA,NA,NA,NA,168.6,167.276,117.685185185185,130.392857142857,279.357692307692,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2004,NA,NA,NA,NA,NA,NA,404.894444444444,252.086363636364,NA,NA,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2005,NA,NA,NA,NA,NA,NA,292.129411764706,NA,95.1,411.388235294118,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2006,NA,NA,NA,NA,NA,NA,294.758333333333,138.57,NA,NA,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2007,NA,NA,NA,NA,NA,226.8,281,183.342857142857,493.68,NA,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2008,NA,NA,NA,NA,NA,146.6,223.2,154.2,NA,NA,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2009,NA,NA,NA,NA,NA,134.068965517241,151.2,388.3,319.3,NA,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2010,NA,NA,NA,NA,NA,157.222222222222,103.4,101.8,186,50.4,2.6,28.2
"23.12","88.46","HOOGLY          ","BALAGARH        ",2011,0,0,NA,146.2,139.095652173913,351.6,309.037931034483,507.78,143.172413793103,51.4083333333333,NA,NA
"23.12","88.46","HOOGLY          ","BALAGARH        ",2012,31.4,10.4,0,19,NA,127.2,191.6,123.2,197.4,82.4,70,NA
