"LAT","LON","DISTRICT","STATION","YEAR","January","February","March","April","May","June","July","August","September","October","November","December"
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2010,0,55.8518518518518,8,11.2,158.815384615385,239.769230769231,185.2,305,209.4,47.4,6.2,18.6
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2011,1.6,0,28.2,33.1034482758621,100.971428571429,511.2,204.3,353.8,245.9,11.9571428571429,0,0
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2012,36.6,21.6,0.2,44.6,36.7724137931035,99,260.6,221.2,157.3,45,60.4,13.4
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2013,3.4,7.66428571428572,0.8,77.2,61.6,252.2,239.6,340.2,163,277.688461538462,0,0
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2014,0,67.0222222222222,7.4,0.4,75.64,210.4,289.6,381.8,213.6,42.4,0,0
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2015,5.37333333333333,8.92307692307693,7.6,65.1111111111111,84.1769230769231,393,837.427586206897,160.6,242.8,62.1,0.2,2.4
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2016,1.2,0,17,0,117.386666666667,199,348.2,507.6,294.8,108.293333333333,12.4,0
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2017,0,0,44.8,2.8,75.2551724137931,239.4,469,279.4,263.8,170.6,23.8,26.5103448275862
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2018,0,2.52173913043478,7.8,94.8888888888889,62,135,445.8,220,207.2,13.8,0.2,0.427586206896552
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2019,0,94.4571428571428,18.6,91,149.8,173.4,173.4,271.8,275,144.2,57.9310344827586,9.40000000000001
"22.8","87.9","HOOGLY          ","HARINKHOLA      ",2020,33.2,0,81.4857142857143,102.8,253.131034482759,333.8,258.7,208.8,26.2,50.8,1.5,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1928,0,0,0,72.4,116.4,323.8,432.3,374.5,108,0,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1929,28,24.9607142857143,34.3,67.3,29,154.2,206.1,298.7,152,NA,0,19
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1930,7.6,18.4357142857143,0,NA,NA,218.5,623.8,317.6,NA,15.2,NA,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1931,NA,NA,15.7066666666667,0,124,160.4,NA,259.1,NA,140.4,NA,NA
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1932,NA,0,NA,8.6,313.2,200.7,295.9,285.8,142,26.7,227.4,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1933,0,NA,NA,NA,234.7,661.4,360.9,302.1,240.5,257.1,NA,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1934,0,22.3714285714286,0,96.5,51.3,173.8,203.4,268,322.8,NA,NA,NA
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1935,66.3,28.3785714285714,2.5,80.7,NA,185.6,196.9,323.8,NA,NA,0,14
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1936,15.2,NA,17.7,NA,207.7,328.8,NA,160.8,NA,61.7,NA,NA
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1937,NA,159.085714285714,NA,48.5,NA,309.1,NA,391.2,345.7,NA,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1938,0,52.7178571428571,NA,NA,497.5,371.2,222.7,315.6,NA,NA,NA,NA
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1939,0,0,0,27,98.3,352.2,491.8,617.7,248.9,399.7,14.2,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1940,0,11.4,188.3,0,247.2,304.9,226.4,439.8,488.2,78.2,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1941,114.3,0,0,30.4,159.3,883.4,673.7,897.2,324.7,452.9,168.2,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1942,0,7.87142857142857,0,18.5,95.5,115.7,326.2,312.2,333.7,200.9,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1943,52.3,28.8964285714286,10.2,174,11.4,124,371.8,481.1,180.5,112.2,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1944,101.6,14,97.7,41.4,71.3,220.6,349.3,618.5,152.3,55.1,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1945,17.5,0,0,106.3,334.6,107.3,154,115.3,203.1,213.5,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1946,0,0,0,167.9,182.7,156.8,341.6,446.9,479.9,164.9,29.2,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1947,0,22.3714285714286,41.9,16.5,83,290.6,NA,277.9,332.7,119.4,0,NA
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1948,0,192.3,115.8,0,239.216666666667,383.8,241.5,441.9,267,275.4,155.7,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1950,0,NA,44.4,22.9,114.5,485.6,305.1,253.8,323.8,213.1,356.3,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1951,0,0,77.7,39.4,122.9,259.5,427.5,800,671.9,305.8,53.3,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1952,0,0,24.4,134.7,81.5,72.8,518.6,226.4,116.8,105.2,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1953,0,21.5428571428571,0,1,59.5,386.8,216.7,286.9,305.1,25.7,12,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1954,0,0,0,38.4,155.7,316.7,99.7,216,287.7,52.8,0,28.7
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1955,0,0,6.6,20.9,29.2,191.7,371.1,154.3,209.9,141,41.9,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1956,0,16.5,41.9,14.7,114.7,489.7,245.4,209.9,439.5,169.1,4.6,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1957,49.1,28.1714285714286,0.5,4.1,17.8,126.2,347.7,154.9,295.9,59.8,0,NA
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1958,7.4,27.6535714285714,8.4,30.2,47,144.1,243.9,219.9,184.8,78.8,4.8,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1959,8.09999999999999,1.03571428571429,0,91.9,37.1,597.1,353.1,277.3,541.1,571.9,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1960,0,0,55.5,0,90.9,58.2,460.5,255.6,238.6,28.5,0,0
"22.8","88.3","HOOGLY          ","CHANDITALA      ",1961,41.1,34.9035714285714,33,0,130.2,293.1,55.4,291,228.2,263.8,0,0
"22.82","88.22","HOOGLY          ","SINGUR          ",1991,NA,NA,NA,NA,NA,NA,212.35,215.9,NA,90,1.17391304347826,20.1
"22.82","88.22","HOOGLY          ","SINGUR          ",1992,1.9,20.5,0,4.17391304347826,199.088888888889,145.05,296.1,225.886666666667,200.892857142857,70.1,0,NA
"22.82","88.22","HOOGLY          ","SINGUR          ",1993,NA,NA,NA,NA,NA,255.555555555556,446.276,346.476666666667,427.222222222222,165.605263157895,NA,NA
"22.82","88.22","HOOGLY          ","SINGUR          ",1994,NA,NA,NA,NA,NA,312.535714285714,320.23,255.118518518518,89.3571428571429,NA,NA,NA
"22.82","88.22","HOOGLY          ","SINGUR          ",1995,NA,NA,NA,NA,NA,313.058823529412,437.348,162.620833333333,NA,NA,NA,NA
"22.82","88.22","HOOGLY          ","SINGUR          ",1996,NA,NA,NA,NA,NA,NA,173.6,870.989285714286,225.413793103448,NA,NA,NA
"22.82","88.22","HOOGLY          ","SINGUR          ",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22.82","88.22","HOOGLY          ","SINGUR          ",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22.82","88.22","HOOGLY          ","SINGUR          ",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22.88","86.5","PURULIA ","BANDWAN         ",1915,0,10.5642857142857,29,NA,0,99.6,217.4,187.3,203.1,46.2,36.5,0
"22.88","86.5","PURULIA ","BANDWAN         ",1916,0,2.8,0,49,42.9,112.7,148.2,334.2,158.5,215.9,27.9,0
"22.88","86.5","PURULIA ","BANDWAN         ",1917,0,69.8071428571428,14.7,0,283.5,425.8,383.2,233.5,89.1,252.7,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1918,2.5,NA,1.8,10.1,127.9,423.3,127.5,233.4,128.3,0,0,1.3
"22.88","86.5","PURULIA ","BANDWAN         ",1919,80.6,0,5.1,25.4,60.7,274.2,392.4,478.9,129.9,26,20.9,0
"22.88","86.5","PURULIA ","BANDWAN         ",1920,0,16.2,37.6,22.1,34.3,203.9,637.1,361.6,192.2,3.8,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1921,29.7,23.2,0,2.3,1.8,325.7,324.6,301.9,NA,NA,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1922,0,9.21785714285714,0,34.1,76.1,358.9,235.6,453,290.9,62.7,NA,NA
"22.88","86.5","PURULIA ","BANDWAN         ",1923,NA,119.314285714286,0,13.7,8.9,219.4,267.2,833.2,113.2,22.1,44.5,0
"22.88","86.5","PURULIA ","BANDWAN         ",1924,25.7,1.8,0.5,5,40.9,193.5,312,248.3,220.4,21.1,100.5,0
"22.88","86.5","PURULIA ","BANDWAN         ",1925,0.3,28.3785714285714,0,NA,122.7,95.5,331,241.3,160.5,62.7,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1926,NA,0,171,0,NA,58.1,517.7,354.2,303.9,25.6,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1927,50.8,47.3321428571429,9.1,0,69.6,163.8,336.9,203.2,88.9,81.3,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1928,21.6,3.8,0,29.5,124,358.6,451.3,222.3,108.7,25.6,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1929,53.3,18.125,6.4,0,31.7,150.9,640.4,389,71.1,NA,0,66
"22.88","86.5","PURULIA ","BANDWAN         ",1930,0,6.31785714285714,NA,16.6,103.6,150.9,535.3,300.8,294.2,49.5,114.8,0
"22.88","86.5","PURULIA ","BANDWAN         ",1931,0,NA,5.1,0,70.3,84.8,284.5,353.7,145,36.8,38.1,0
"22.88","86.5","PURULIA ","BANDWAN         ",1932,NA,18.3,0,36.1,73.6,109.2,373.3,163.6,206.6,0,43,NA
"22.88","86.5","PURULIA ","BANDWAN         ",1933,NA,45.5714285714286,11.7,34.5,90.3,252,251.3,443.1,212.2,56.5,0,2.37666666666667
"22.88","86.5","PURULIA ","BANDWAN         ",1934,6.4,4.45357142857143,0,38.9,28,102.310344827586,263.4,375.3,204.7,34.3,0,0.5
"22.88","86.5","PURULIA ","BANDWAN         ",1935,0,28.8964285714286,59,23.2,38.6,101.5,257.9,318.163333333333,302.4,0,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1936,0,8.9,0,6.4,175.8,343.1,191.7,221.8,140.1,55.6,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1937,0,108.439285714286,10.2,0,124.6,331.241379310345,411.2,157.2,315.9,64.1,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1938,19.8,64.525,0,0,66.2,123.5,205.4,375.9,342.7,77.9,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1939,5.1,56.6535714285714,16.5,26.9,14.2,248,383.8,522.866666666667,98.8,105.1,0,12.7
"22.88","86.5","PURULIA ","BANDWAN         ",1940,0,45.5,62.1,55.9,70,175,260.2,534.1,88.7,33.2,0,12.7
"22.88","86.5","PURULIA ","BANDWAN         ",1941,34.8,0.517857142857143,0,5.1,117.7,209,486.3,215.5,177.4,144.3,101.1,0
"22.88","86.5","PURULIA ","BANDWAN         ",1942,8.9,41.325,0,90.5,30.3,227.9,621.9,NA,NA,0,11.4,0
"22.88","86.5","PURULIA ","BANDWAN         ",1943,77.7,34.1785714285714,0,5.6,132.7,175.6,500.2,NA,NA,NA,NA,NA
"22.88","86.5","PURULIA ","BANDWAN         ",1944,NA,NA,10.2,0,0,96.5,404.4,544.2,270.4,NA,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1945,5.3,3.93571428571429,11.4,60.1,51.7,307,258.3,241,292.4,112.5,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1946,0,0,1,166.4,105.1,356.6,308.2,530.6,438.4,NA,NA,NA
"22.88","86.5","PURULIA ","BANDWAN         ",1947,14,18.9535714285714,45.7,0,77.7,148.9,348.2,350.1,186.7,152.9,0,13.5
"22.88","86.5","PURULIA ","BANDWAN         ",1948,9.7,32.5,59.6,0,78.2,242.8,485.8,329.9,246,114.6,160.8,0
"22.88","86.5","PURULIA ","BANDWAN         ",1949,7.4,0,0,NA,88.7,262.6,155.1,163.3,NA,42.2,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1950,0,1.34642857142857,NA,0.3,145.6,686.5,476.16,636.1,159,8.1,44.5,0
"22.88","86.5","PURULIA ","BANDWAN         ",1951,0,0,0,0,68,261.1,381.2,337.7,0,97.6,31,0
"22.88","86.5","PURULIA ","BANDWAN         ",1952,0,6.4,26.6,83.9,106.4,121.1,616.5,411.9,65,168.5,5.1,0
"22.88","86.5","PURULIA ","BANDWAN         ",1953,35.5,5.28214285714286,0,15.2,45.7,515.7,411.1,317.1,469.1,81.3,NA,0
"22.88","86.5","PURULIA ","BANDWAN         ",1954,15.2,0,0,0,62.4,127.8,103.9,213.8,277.5,47.6,0,1
"22.88","86.5","PURULIA ","BANDWAN         ",1955,1.5,5.28214285714286,0,NA,20.3,96.3,260.7,208.7,183.9,106.6,50.8,0
"22.88","86.5","PURULIA ","BANDWAN         ",1957,19.6,12.325,7,3.3,5.4,109.1,338.1,341.7,165,20.3,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1958,36.8,43.7071428571429,12.7,87.9,14,NA,249.2,220.6,251.5,138.5,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1959,21.1,12.325,34.3,25.4,94.8,194.2,235.8,287.9,788.2,45,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1960,0,8.9,0,0,46.8,72.5,312.2,409,203.1,55.3,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1961,10.2,42.6714285714286,0,0,43.7,352.9,73.5,108,281.7,0,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1962,25.4,13.1535714285714,0,0,0,196.1,217.1,158.6,296.9,179.8,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1963,0,0,0,29.9,57.6,186.1,303.3,278.3,122.7,177.8,0,0
"22.88","86.5","PURULIA ","BANDWAN         ",1966,NA,NA,NA,0,22.8,468.5,124.8,153,NA,0,3.1,0
"22.88","86.5","PURULIA ","BANDWAN         ",1968,39.6,0,0,0,14.5,297.2,439.4,NA,NA,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1919,45.9,6.83571428571428,NA,33.1,NA,157,168.9,380.4,99.3,57.2,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1920,0,14.8,86.2,12.9,60.7,84.6,465.6,422.5,137,24.2,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1921,18.8,27.1357142857143,0,21.4,25.4,201.2,251.7,333.7,102.1,100,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1922,8.3,2.58928571428572,NA,30.5,93.7,447.8,203.1,435.6,260.5,71.6,NA,6.4
"22.88","86.78","BANKURA         ","RANIBANDH       ",1923,0,47.85,17.8,32,57.9,170,189.8,631.1,122.7,62.7,17.8,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1924,21.8,12.4,0,88.2,22.4,148.1,214.4,211.4,228.4,105.5,76.3,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1925,0,16.3642857142857,4,57.5,71.7,67.6,440.9,218.2,146.1,148.7,NA,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1926,NA,0,119.3,NA,21,73.2,539,395.4,253.1,54.5,NA,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1927,54.1,30.5535714285714,0,0,67,252.8,348.4,109.2,35.9,40.7,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1928,NA,3.3,0,10.4,105.4,471,404.7,106.4,51.6,95.7,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1929,58.1,0,0,20.2,77,NA,535,419.2,64.8,158.1,NA,55.7
"22.88","86.78","BANKURA         ","RANIBANDH       ",1930,0,0,21.6,5.1,25.4,195.8,402.7,260,193.9,16.5,110.8,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1931,0,81.7178571428572,50.8,138.9,165.3,136.9,234.9,318.6,185,175.8,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1932,0,40.4,0,52.5,53.3,111.7,207.1,328.3,223.3,47.1,41.9,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1933,NA,32.0035714285714,8.6,53.4,119.7,370.6,293.4,394.4,NA,42.3,2.5,5.5
"22.88","86.78","BANKURA         ","RANIBANDH       ",1934,4.1,71.775,0,28.2,55.9,110.4,81.1,292.4,68.6,68.4,0.5,0.5
"22.88","86.78","BANKURA         ","RANIBANDH       ",1935,2.5,81.8214285714286,13.9,13.9,40.3,164.7,237.5,303.7,173.8,0,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1936,19.1,22.4,2.5,7.7,120.3,373,586.4,336.7,72.4,114.1,6.4,1.8
"22.88","86.78","BANKURA         ","RANIBANDH       ",1937,0,79.2321428571428,8.4,0.8,66.9,243.6,169.7,292,236.8,46.3,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1938,12.7,46.8142857142857,NA,0,89.8,206,310.3,260.2,229,67.1,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1939,0,40.4964285714286,14.2,0,15.2,152.5,403.6,407.1,163.9,NA,NA,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1940,NA,17.1,57.9,30.9,83.2,255,178.146666666667,296.2,97.5,1.3,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1941,15.8,0,0,27.9,224.9,343.1,301.7,340.4,120.7,184.76,11.4,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1942,0,7.87142857142857,0,85.7,1.5,130.8,697.6,375.1,412.2,18.6,30,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1943,43.1,30.2428571428571,6.3,58.4,53.3,284,588,463,104.6,138.2,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1944,76.2,25.9,15.2,13.2,34.3,37.5,219,491.5,149.9,70.4,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1945,29.5,7.87142857142857,0,71.9,78.1,323.1,324.8,NA,257.5,213.1,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1946,0,0,0,NA,58.4,199.6,321.8,171.9,78.9,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1947,NA,12.1178571428571,NA,NA,132.2,98.9,NA,208.4,151.9,92.7,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1952,0,0,10.2,48.8,94.7,72.6,176.8,257.8,106.8,75.5,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1953,0,24.2357142857143,0,30.5,50.9,319.8,346.2,314.5,222,0,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1954,1.3,0,0,0,125.8,221.3,164.8,203.7,340.7,66,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1955,0,0,18.8,17.8,41.9,66.6,287.2,235.3,76,170,66,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1956,0,63.5,80.2,6.9,NA,NA,NA,NA,NA,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1957,NA,NA,NA,NA,NA,92.1724137931034,222,311.1,122.4,29.5,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1958,19.8,85.7571428571429,0,19.6,86.3,NA,NA,NA,NA,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1959,18.8,31.0714285714286,0,67.3,154.2,139.2,240.6,274.7,574.5,94.6,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1960,0,0,32.5,0,38.9,162.3,65.4,348.2,256,145.8,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1962,6,2.07142857142857,7,67,52.7,120.4,325,102.9,52.9,17.8,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1963,0,0,0,58.1,31.1,214.3,437.6,294.6,319.3,111.1,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1964,0,0,34.1,NA,NA,NA,403.8,368.4,242.2,143,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1965,NA,23.2,31.2,52.2,100.8,142.7,282.3,NA,195,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1966,34,15.6392857142857,0,15.8,48,365,328.2,214.3,212.6,56.3,50,1
"22.88","86.78","BANKURA         ","RANIBANDH       ",1967,46,10.3571428571429,55,22.2,6.1,51.4,267.3,319,212.6,0,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1968,9.1,0,32,6.1,10.1,345.3,399.5,636.2,86,117,1.2,3.8
"22.88","86.78","BANKURA         ","RANIBANDH       ",1970,2,10.0464285714286,43.5,22.1,63.4,183.2,199.2,308.6,397.4,61,13,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1971,19,27.9642857142857,0,175,151.3,294.3,394,625.1,242,222,0,0
"22.88","86.78","BANKURA         ","RANIBANDH       ",1990,NA,NA,NA,NA,NA,389.8125,190.477777777778,NA,173.117647058824,324.194736842105,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1991,NA,NA,NA,NA,NA,NA,413.562962962963,280.924137931034,110.464285714286,110.98,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1992,NA,NA,0,41.4,NA,221.478260869565,436.5,329.315384615385,343.04347826087,68.4214285714286,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1993,NA,NA,NA,NA,NA,443,394.104347826087,415.859259259259,502,110.222222222222,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1994,NA,NA,NA,NA,NA,295.846153846154,629.419230769231,324.384,221.086956521739,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1995,NA,NA,NA,NA,NA,NA,464.114285714286,426.064,NA,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1996,NA,NA,NA,NA,NA,NA,251.764285714286,363.807142857143,103.071428571429,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1997,NA,NA,NA,NA,NA,NA,NA,375.1,215.571428571429,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1998,NA,NA,NA,NA,NA,NA,446.276,79.9473684210526,399.75,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",1999,NA,NA,NA,NA,NA,170.666666666667,409.915384615385,291.4,272.48275862069,211.704166666667,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2000,NA,NA,NA,NA,NA,186,400.376923076923,217.826666666667,260.4,52.08,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2001,NA,NA,NA,NA,NA,417.391304347826,419.533333333333,284.554166666667,197.4,153.52380952381,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2002,NA,NA,NA,NA,NA,441.931034482759,157.9,452.806666666667,288.75,56.3636363636364,18.75,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2003,NA,NA,NA,NA,NA,339.692307692308,219.993103448276,161.2,172.625,458.8,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2004,NA,NA,NA,NA,NA,NA,168.353846153846,613.57037037037,224.666666666667,155,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2005,NA,NA,NA,NA,NA,NA,225.226923076923,350.052,80.3076923076923,159.133333333333,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2006,NA,NA,NA,NA,NA,147.9375,411.835,478.433333333333,NA,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2007,NA,NA,NA,NA,NA,208.56,607.2,336.35,394.08,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2008,NA,NA,NA,NA,NA,380.6,459.069565217391,299,NA,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2009,NA,NA,NA,NA,NA,9.3103448275862,265.895454545455,134,555.6,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2010,NA,NA,NA,NA,NA,117.818181818182,66.2,199.8,141.2,72.3,0,15
"22.88","86.78","BANKURA         ","RANIBANDH       ",2011,0,0,NA,NA,84.5157894736842,NA,200.537931034483,550.353333333333,523.928571428571,0,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2012,43.8,18.2,0,156.5,NA,281.4,292,441.6,280.8,34.6,35.8,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2013,NA,8.90714285714286,NA,76.2,NA,193.4,467.1,NA,354.2,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2014,NA,NA,NA,NA,NA,132.807692307692,319.61,346.740740740741,121.68,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2015,NA,NA,NA,NA,NA,129.5,452.065517241379,191.603846153846,80.3,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2016,NA,NA,NA,NA,NA,176.571428571429,283.292307692308,394.020689655172,338.4,78.5333333333333,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2017,0,0,43.4,30.6,60,257.2,450.2,162,253.2,163,39.6,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2018,0,NA,NA,NA,78.275,115.655172413793,357.74,263.086666666667,192,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2019,NA,NA,NA,NA,NA,159.521739130435,NA,NA,NA,NA,NA,NA
"22.88","86.78","BANKURA         ","RANIBANDH       ",2020,NA,NA,NA,NA,NA,323.25,NA,NA,NA,NA,NA,NA
"22.88","87.78","HOOGLY          ","ARAMBAGH        ",1901,39.8,66.9071428571429,0,48.5,231,183.8,335.2,342,431.9,58.6,79.5,0
"22.88","87.78","HOOGLY          ","ARAMBAGH        ",1902,0,1.34642857142857,16.5,110.2,200.8,157.8,278.2,167,228.3,25.4,0,4.8
"22.88","87.78","HOOGLY          ","ARAMBAGH        ",1903,5.3,3.41785714285714,42.7,22.1,180.6,204.5,138.2,267.4,354.9,140.2,13.7,0
"22.88","87.78","HOOGLY          ","ARAMBAGH        ",1904,0,43.4,33.3,15.5,74.7,258.7,348.4,114.4,67,15.7,0,0
"22.88","87.78","HOOGLY          ","ARAMBAGH        ",1905,46.4,79.9571428571429,42.3,118.1,115,80,757,183.9,244.9,95.9,0,0
"22.88","87.78","HOOGLY          ","ARAMBAGH        ",1906,43.3,93.4214285714286,80.2,0,82.9,139.2,345.2,222,122.4,149.4,4.3,0
"22.88","87.78","HOOGLY          ","ARAMBAGH        ",1907,0,14.5,94,7.4,136.8,397.8,184,206.8,374.1,8.9,0,41.9
"22.88","87.78","HOOGLY          ","ARAMBAGH        ",1908,27.6,1,0,20.1,138.3,405.7,479.4,271.9,100,1.3,0,0
